,owner,culture,religion,hre,base_tax,base_production,trade_goods,base_manpower,capital,is_city,center_of_trade,name,province_id,trade_node,middle_x_pos,middle_y_pos
3209,SMB,bornean,hinduism,False,3,3,unknown,3,Meliau,True,0,NorthKatapang,4803,malacca,4531.0,1404.0
3210,BEI,bornean,sunni,False,3,3,fish,2,Kuching,True,0,Kuching,4804,malacca,4529.0,1380.0
3211,BEI,bornean,sunni,False,3,3,fish,2,Bintulu,True,0,EastSibu,4805,malacca,4584.0,1347.0
3212,BEI,bornean,sunni,False,1,1,tropical_wood,1,Kapit,True,0,InlandSarawak,4806,malacca,4580.0,1366.0
3213,Unowned,Unowned,Unowned,False,0,0,,0,NorthBorneo,False,0,NorthBorneo,4807,,4604.0,1360.0
3214,Unowned,Unowned,Unowned,False,0,0,,0,Sumatra,False,0,Sumatra,4808,,4376.0,1396.0
3215,PSA,acehnese,sunni,False,4,4,spices,3,Langkat,True,0,SouthPeureulak,4809,malacca,4342.0,1342.0
3216,ENG,english,protestant,False,1,1,unknown,1,Bermuda,False,0,Bermuda,481,carribean_trade,1828.0,634.0
3217,DLI,sumatran,sunni,False,4,4,spices,3,Deli,True,0,SouthDeli,4810,malacca,4356.0,1352.0
3218,BRS,sumatran,hinduism,False,4,4,spices,3,Barus,True,0,Barus,4811,malacca,4335.0,1358.0
3219,PAT,malayan,sunni,False,2,2,tropical_wood,1,Gerik,True,0,Gerik,4812,malacca,4387.0,1313.0
3220,KED,malayan,sunni,False,2,2,tropical_wood,1,Pengang,True,0,Penang,4813,malacca,4377.0,1317.0
3221,PAH,malayan,mahayana,False,2,2,tropical_wood,1,Semantan,True,0,Semantan,4814,malacca,4400.0,1340.0
3222,MLC,malayan,sunni,False,2,2,fish,1,Singapura,True,0,Singapura,4815,malacca,4424.0,1378.0
3223,SAK,sumatran,sunni,False,2,2,fish,3,Rengat,True,0,Rengat,4816,malacca,4413.0,1405.0
3224,PGR,sumatran,hinduism,False,2,2,grain,2,Padang,True,0,Padang,4817,malacca,4374.0,1414.0
3225,IND,sumatran,hinduism,False,2,2,grain,2,Indrapura,True,0,Indrapura,4818,malacca,4386.0,1431.0
3226,DAI,vietnamese,mahayana,False,4,3,grain,3,SonNam,True,0,SonNam,4819,canton,4479.0,1052.0
3227,CAS,arawak,animism,False,2,2,unknown,1,Bahamas,True,0,Bahamas,482,carribean_trade,1605.0,772.0
3228,DAI,vietnamese,mahayana,False,4,3,grain,2,MinhQuang,True,0,MinhQuang,4820,canton,4432.0,1041.0
3229,DAI,vietnamese,mahayana,False,4,3,grain,3,NgheAn,True,0,NgheAn,4821,canton,4443.0,1085.0
3230,CHA,cham,hinduism,False,4,3,incense,2,Amaravati,True,0,Amaravati,4822,gulf_of_siam,4496.0,1159.0
3231,JAR,cham,animism,False,2,2,tea,2,Jarai,True,0,Jarai,4823,gulf_of_siam,4490.0,1169.0
3232,RHA,cham,animism,False,2,2,copper,2,Rhade,True,0,Rhade,4824,gulf_of_siam,4492.0,1188.0
3233,KHM,khmer,buddhism,False,3,3,grain,2,Pursat,True,0,Pursat,4825,gulf_of_siam,4421.0,1209.0
3234,KHM,khmer,buddhism,False,4,4,grain,2,Kampot,True,0,Kampot,4826,gulf_of_siam,4434.0,1225.0
3235,KHM,khmer,hinduism,False,2,2,grain,2,KampomPousThom,True,0,KampomPousThom,4827,gulf_of_siam,4448.0,1195.0
3236,KHM,khmer,hinduism,False,2,2,grain,2,PreahVihear,True,0,PreahVihear,4828,gulf_of_siam,4450.0,1178.0
3237,KHM,khmer,hinduism,False,2,2,grain,2,RaungDapey,True,0,RaungDapey,4829,gulf_of_siam,4472.0,1213.0
3238,CAS,carib,animism,False,3,3,unknown,1,TurksIslands,False,0,TurksIslands,483,carribean_trade,1668.0,823.0
3239,AYU,central_thai,buddhism,False,3,3,grain,3,Rayong,True,0,Rayong,4830,gulf_of_siam,4388.0,1182.0
3240,AYU,central_thai,buddhism,False,3,3,grain,3,Bangkok,True,0,Bangkok,4831,gulf_of_siam,4374.0,1180.0
3241,AYU,central_thai,buddhism,False,3,3,grain,3,Lopburi,True,0,Lopburi,4832,gulf_of_siam,4377.0,1156.0
3242,AYU,central_thai,buddhism,False,3,3,grain,3,Phetchaburi,True,0,Phetchabun,4833,gulf_of_siam,4378.0,1142.0
3243,AYU,central_thai,buddhism,False,3,3,grain,3,Suphanburi,True,0,Suphanburi,4834,gulf_of_siam,4358.0,1159.0
3244,AYU,central_thai,buddhism,False,2,2,ivory,2,Kanchanaburi,True,0,Kanchanaburi,4835,gulf_of_siam,4349.0,1161.0
3245,AYU,khmer,buddhism,False,3,3,grain,3,SiThep,True,0,SiThep,4836,gulf_of_siam,4402.0,1148.0
3246,LXA,lao,animism,False,2,2,ivory,1,MuangNgoi,True,0,MuangNgoi,4837,gulf_of_siam,4408.0,1068.0
3247,LXA,lao,buddhism,False,2,2,ivory,1,SipEt,True,0,SipEt,4838,gulf_of_siam,4436.0,1144.0
3248,LXA,lao,animism,False,4,3,tea,3,Champasak,True,0,Champasak,4839,gulf_of_siam,4454.0,1162.0
3249,CAS,arawak,animism,False,5,5,unknown,1,Havana,True,1,Havana,484,carribean_trade,1521.0,816.0
3250,LXA,lao,animism,False,2,2,ivory,1,Xekong,True,0,Xekong,4840,gulf_of_siam,4463.0,1144.0
3251,LNA,northern_thai,buddhism,False,4,3,grain,3,Lamphun,True,0,Lamphun,4841,gulf_of_siam,4344.0,1102.0
3252,LNA,northern_thai,buddhism,False,3,3,grain,2,Lakhon,True,0,Lakhon,4842,gulf_of_siam,4363.0,1098.0
3253,Unowned,Unowned,Unowned,False,0,0,,0,AnnamiteMountains,False,0,AnnamiteMountains,4843,,4456.0,1117.0
3254,Unowned,Unowned,Unowned,False,0,0,,0,DawnaHills,False,0,DawnaHills,4844,,4335.0,1104.0
3255,TER,sulawesi,animism,False,4,4,unknown,2,Mamuju,True,0,Mamuju,4845,the_moluccas,4669.0,1435.0
3256,LAR,gunwinyguan,dreamtime,False,2,2,,1,Woolna,True,1,Woolna,4846,australia,4861.0,1617.0
3257,YNU,paman,dreamtime,False,1,1,fish,1,Yunawa,True,0,Yunawa,4847,australia,4941.0,1644.0
3258,Unowned,paman,dreamtime,False,1,2,unknown,1,Mingin,False,0,Mingin,4848,australia,4980.0,1661.0
3259,Unowned,paman,dreamtime,False,1,1,unknown,1,Kurtjar,False,0,Kurtjar,4849,australia,5015.0,1669.0
3260,CAS,arawak,animism,False,2,3,unknown,1,Moron,True,0,Moron,485,carribean_trade,1560.0,840.0
3261,Unowned,paman,dreamtime,False,3,2,unknown,1,Biri,False,0,Biri,4850,australia,5126.0,1752.0
3262,Unowned,aboriginal,dreamtime,False,2,2,unknown,1,Gureng,False,0,Gureng,4851,australia,5151.0,1801.0
3263,Unowned,gamilaraay,dreamtime,False,2,2,unknown,1,Wuli,False,0,WuliWuli,4852,australia,5134.0,1802.0
3264,Unowned,gamilaraay,dreamtime,False,1,1,unknown,1,Bidjara,False,0,Bidjara,4853,australia,5098.0,1803.0
3265,Unowned,aboriginal,dreamtime,False,4,3,unknown,2,Badtajala,False,1,Badtjala,4854,australia,5156.0,1822.0
3266,Unowned,gamilaraay,dreamtime,False,1,1,unknown,1,Yiman,False,0,Yiman,4855,australia,5108.0,1833.0
3267,GMI,gamilaraay,dreamtime,False,4,3,unknown,3,Barunggam,False,0,Barunggam,4856,australia,5128.0,1859.0
3268,Unowned,aboriginal,dreamtime,False,2,2,unknown,1,Bundjalung,False,0,Bundjalung,4857,australia,5140.0,1890.0
3269,Unowned,aboriginal,dreamtime,False,2,2,unknown,1,Tharawal,False,1,Tharawal,4858,australia,5117.0,1942.0
3270,Unowned,aboriginal,dreamtime,False,4,3,unknown,2,Gundungurra,False,0,Gundungurra,4859,australia,5097.0,1939.0
3271,CAS,arawak,animism,False,2,3,unknown,1,Guantanamo,True,0,Guantanamo,486,carribean_trade,1619.0,851.0
3272,Unowned,aboriginal,dreamtime,False,2,1,unknown,1,Dharug,False,0,Dharug,4860,australia,5109.0,1918.0
3273,Unowned,kulin,dreamtime,False,1,2,unknown,2,Waveroo,False,0,Waveroo,4861,australia,5064.0,1907.0
3274,Unowned,yura,dreamtime,False,1,2,unknown,2,Ngadjuri,False,0,Ngadjuri,4862,australia,4970.0,1881.0
3275,Unowned,nyoongah,dreamtime,False,2,1,unknown,1,Nyaki,False,0,Nyaki,4863,australia,4703.0,1879.0
3276,Unowned,nyoongah,dreamtime,False,1,1,unknown,1,Yuat,False,0,Yuat,4864,australia,4665.0,1851.0
3277,Unowned,nyoongah,dreamtime,False,1,1,unknown,1,Kurrama,False,0,Kurrama,4865,australia,4691.0,1727.0
3278,Unowned,nyoongah,dreamtime,False,1,1,unknown,1,Mangala,False,0,Mangala,4866,australia,4765.0,1697.0
3279,Unowned,gunwinyguan,dreamtime,False,1,1,unknown,1,Wunambul,False,0,Wunambul,4867,australia,4791.0,1639.0
3280,GBR,palawa,dreamtime,False,1,2,fur,3,Pyemmairrener,True,0,Pyemmairrener,4868,australia,5083.0,2010.0
3281,PLW,palawa,dreamtime,False,1,2,gems,3,Peerapper,True,0,Peerapper,4869,australia,5054.0,2014.0
3282,CAS,arawak,animism,False,4,5,unknown,1,Jamaica,True,1,Jamaica,487,carribean_trade,1599.0,886.0
3283,Unowned,Unowned,Unowned,False,0,0,,0,AustralianLakes,False,0,AustralianLakes,4870,,4907.0,1760.0
3284,GBR,abenaki,totemism,False,2,2,unknown,1,Cowasuk,True,0,Cowasuk,4871,st_lawrence,1681.0,419.0
3285,WEN,tionontate,totemism,False,1,2,fur,2,Wenrohonon,True,0,Wenrohonon,4872,ohio,1575.0,453.0
3286,GBR,abenaki,totemism,False,2,2,unknown,1,Pegwaki,True,0,Pegwaki,4873,st_lawrence,1709.0,408.0
3287,ENG,mahican,totemism,False,2,2,unknown,1,Westenhuck,True,0,Westenhuck,4874,chesapeake_bay,1665.0,457.0
3288,USA,iroquois,totemism,False,3,2,unknown,1,Welhikane,False,0,Welhikhane,4875,ohio,1583.0,476.0
3289,LEN,susquehannock,totemism,False,2,2,unknown,1,Scahentowanen,True,0,Scahentowanen,4876,ohio,1610.0,472.0
3290,ENG,iroquois,totemism,False,3,2,unknown,1,Nottoway,True,0,Nottoway,4877,chesapeake_bay,1586.0,560.0
3291,GBR,catawba,totemism,False,3,2,unknown,1,Eno,False,0,Eno,4878,chesapeake_bay,1560.0,575.0
3292,CHE,cherokee,totemism,False,2,2,tobacco,1,Kituwah,True,0,Kituwah,4879,chesapeake_bay,1512.0,587.0
3293,CAS,arawak,animism,False,2,3,unknown,1,LesCayes,True,1,LesCayes,488,carribean_trade,1661.0,882.0
3294,GBR,yamasee,totemism,False,3,2,unknown,1,Combahee,False,0,Combahee,4880,chesapeake_bay,1517.0,624.0
3295,USA,creek,totemism,False,3,2,unknown,1,Sawokli,False,0,Sawokli,4881,chesapeake_bay,1496.0,664.0
3296,CHE,cherokee,totemism,False,3,2,unknown,1,Eta,True,0,Etali,4882,chesapeake_bay,1517.0,600.0
3297,CHI,chickasaw,totemism,False,3,2,unknown,1,Napochi,True,0,Napochi,4883,mississippi_river,1440.0,611.0
3298,FRA,natchez,totemism,False,3,2,unknown,1,Houma,True,0,Houma,4884,mississippi_river,1393.0,658.0
3299,FRA,natchez,totemism,False,3,2,unknown,1,Avoyel,True,0,Avoyel,4885,mississippi_river,1372.0,647.0
3300,Unowned,caddo,totemism,False,3,2,unknown,1,Nasoni,False,0,Nasoni,4886,mississippi_river,1340.0,608.0
3301,USA,chickasaw,totemism,False,3,2,unknown,1,Cochati,False,0,Cochati,4887,ohio,1420.0,567.0
3302,HWK,shawnee,totemism,False,1,2,fur,2,Tatteroa,True,0,Tatteroa,4888,ohio,1509.0,546.0
3303,GBR,shawnee,totemism,False,3,2,unknown,1,Mohetan,False,0,Mohetan,4889,ohio,1553.0,533.0
3304,CAS,arawak,animism,False,2,2,unknown,1,Tortuga,False,0,Tortuga,489,carribean_trade,1669.0,858.0
3305,FRA,algonquin,totemism,False,3,2,unknown,1,Kichessipirini,True,0,Kichessipirini,4890,st_lawrence,1613.0,403.0
3306,MIK,mikmaq,totemism,False,2,2,fish,1,Piktuk,True,0,Piktuk,4891,st_lawrence,1816.0,395.0
3307,FRA,laurentian,totemism,False,3,2,unknown,1,Iroquet,True,0,Iroquet,4892,st_lawrence,1624.0,412.0
3308,FRA,laurentian,totemism,False,2,2,unknown,1,Nebesek,True,0,Nebesek,4893,st_lawrence,1681.0,387.0
3309,Unowned,algonquin,totemism,False,2,2,unknown,1,Ottagotouemin,False,0,Ottagotouemin,4894,st_lawrence,1591.0,377.0
3310,Unowned,algonquin,totemism,False,2,2,unknown,1,Batiscan,False,0,Batiscan,4895,st_lawrence,1641.0,378.0
3311,Unowned,maliseet,totemism,False,2,2,unknown,1,Meductic,False,0,Meductic,4896,st_lawrence,1762.0,382.0
3312,FRA,algonquin,totemism,False,3,2,unknown,1,Keinouche,True,0,Keinouche,4897,st_lawrence,1582.0,389.0
3313,OJI,anishinabe,totemism,False,3,2,fur,1,Noquet,True,0,Noquet,4898,ohio,1423.0,380.0
3314,FRA,anishinabe,totemism,False,3,2,unknown,1,Mamaceqtaw,True,0,Mamaceqtaw,4899,ohio,1418.0,402.0
3315,BRA,saxon,catholic,True,2,2,livestock,2,Landsberg,True,0,Neumark,49,,3042.0,466.0
3316,CAS,arawak,animism,False,2,3,unknown,1,Barahona,True,1,Barahonas,490,carribean_trade,1712.0,879.0
3317,Unowned,pawnee,totemism,False,3,2,unknown,1,Otoe,False,0,Otoe,4900,mississippi_river,1324.0,471.0
3318,WCY,dakota,totemism,False,3,2,unknown,1,Saone,True,0,Saone,4901,mississippi_river,1316.0,427.0
3319,CHY,cheyenne,totemism,False,3,2,unknown,1,Makandwewinni,True,0,Makandwewin,4902,james_bay,1326.0,361.0
3320,FRA,illini,totemism,False,3,2,unknown,1,Chinko,False,0,Chinko,4903,ohio,1425.0,472.0
3321,FRA,illini,totemism,False,3,2,unknown,1,Espeminkia,True,0,Espeminkia,4904,ohio,1409.0,535.0
3322,PEO,illini,totemism,False,3,2,unknown,1,Tapouaro,True,0,Tapouaro,4905,mississippi_river,1380.0,474.0
3323,FRA,illini,totemism,False,3,2,unknown,1,Coiracoentanon,True,0,Coiracoentanon,4906,mississippi_river,1363.0,512.0
3324,USA,osage,totemism,False,3,2,unknown,1,Mosopelea,True,0,Mosopelea,4907,ohio,1502.0,506.0
3325,Unowned,wichita,totemism,False,3,2,unknown,1,Tawehash,False,0,Tawehash,4908,mississippi_river,1306.0,581.0
3326,Unowned,wichita,totemism,False,3,2,unknown,1,Kitsash,False,0,Kitsash,4909,rio_grande,1252.0,622.0
3327,CAS,arawak,animism,False,3,3,unknown,1,Curacao,True,1,Curacao,491,carribean_trade,1725.0,979.0
3328,Unowned,wichita,totemism,False,3,2,unknown,1,Tawakoni,False,0,Tawakoni,4910,rio_grande,1272.0,650.0
3329,Unowned,caddo,totemism,False,3,2,unknown,1,Nabaydacu,False,0,Nabaydacu,4911,rio_grande,1321.0,633.0
3330,MOH,laurentian,totemism,False,2,2,unknown,1,Kaniatarowanen,True,0,Ahkwesahsne,4912,ohio,1631.0,420.0
3331,USA,yuchi,totemism,False,3,2,unknown,1,Aniyutsi,False,0,Aniyutsi,4913,mississippi_river,1447.0,592.0
3332,Unowned,wichita,totemism,False,3,2,unknown,1,Neozho,False,0,Neozho,4914,mississippi_river,1309.0,551.0
3333,Unowned,pawnee,totemism,False,3,2,unknown,1,Pitahawirata,False,0,Pitahawirata,4915,mississippi_river,1274.0,491.0
3334,Unowned,pawnee,totemism,False,3,2,unknown,1,Panka,False,0,Panka,4916,mississippi_river,1269.0,447.0
3335,Unowned,salish,totemism,False,3,2,unknown,1,Selis,False,0,Selis,4917,james_bay,1069.0,383.0
3336,Unowned,kiowa,totemism,False,3,2,unknown,1,Hunkpapha,False,0,Hunkpapha,4918,james_bay,1208.0,374.0
3337,NAK,nakota,totemism,False,3,2,unknown,1,Sihabi,True,0,Sihabi,4919,james_bay,1253.0,314.0
3338,CAS,arawak,animism,False,4,5,unknown,1,PuertoRico,True,1,PuertoRico,492,carribean_trade,1768.0,884.0
3339,Unowned,nakota,totemism,False,3,2,unknown,1,Wadopabina,False,0,Wadopabina,4920,james_bay,1201.0,303.0
3340,GBR,shawnee,totemism,False,3,2,unknown,1,Kuttawa,False,0,Kuttawa,4921,ohio,1444.0,559.0
3341,USA,miami,totemism,False,3,2,unknown,1,Pepikokia,True,0,Pepikokia,4922,ohio,1467.0,475.0
3342,PCH,yoron,totemism,False,1,1,unknown,1,Satsukhdin,True,0,Pacaha,4923,mississippi_river,1386.0,586.0
3343,Unowned,Unowned,Unowned,False,0,0,,0,LaurentianMassif,False,0,LaurentianMassif,4924,,1688.0,356.0
3344,Unowned,Unowned,Unowned,False,0,0,,0,WhiteMountains,False,0,WhiteMountains,4925,,1695.0,422.0
3345,Unowned,Unowned,Unowned,False,0,0,,0,Adirondacks,False,0,Adirondacks,4926,,1648.0,417.0
3346,Unowned,Unowned,Unowned,False,0,0,,0,BlueMountains,False,0,BlueMountains,4927,,1631.0,471.0
3347,Unowned,Unowned,Unowned,False,0,0,,0,AlleghenyFront,False,0,AlleghenyFront,4928,,1579.0,493.0
3348,Unowned,Unowned,Unowned,False,0,0,,0,Appalachians,False,0,Appalachians,4929,,1596.0,504.0
3349,CAS,arawak,animism,False,4,4,unknown,1,St,True,0,St,493,carribean_trade,1798.0,886.0
3350,Unowned,Unowned,Unowned,False,0,0,,0,Alleghenies,False,0,Alleghenies,4930,,1536.0,544.0
3351,Unowned,Unowned,Unowned,False,0,0,,0,CumberlandMountains,False,0,CumberlandMountains,4931,,1480.0,578.0
3352,Unowned,Unowned,Unowned,False,0,0,,0,GreatSmokyMountains,False,0,GreatSmokyMountains,4932,,1508.0,587.0
3353,Unowned,Unowned,Unowned,False,0,0,,0,BlueRidge,False,0,BlueRidge,4933,,1559.0,558.0
3354,MAU,polynesian,animism,False,2,2,naval_supplies,1,Lahaina,True,0,Maui,4934,polynesia_node,322.0,1010.0
3355,OAH,polynesian,animism,False,2,2,cloth,1,Honolulu,True,1,Oahu,4935,polynesia_node,302.0,1000.0
3356,KAA,polynesian,animism,False,2,2,fish,1,Tapaa,True,0,Kauai,4936,polynesia_node,274.0,991.0
3357,LAI,melanesian,animism,False,1,1,livestock,1,Bau,True,0,Lau,4937,polynesia_node,5584.0,1677.0
3358,VNL,melanesian,animism,False,2,2,fish,1,Labasa,True,0,VanuaLevu,4938,polynesia_node,5571.0,1664.0
3359,MAA,maori,animism,False,3,4,naval_supplies,1,Tauwhare,True,0,TeUrewera,4939,polynesia_node,5591.0,1877.0
3360,FRA,arawak,animism,False,4,4,unknown,1,St,True,0,St,494,carribean_trade,1833.0,898.0
3361,Unowned,Unowned,Unowned,False,0,0,,0,LakeTulare,False,0,LakeTulare,4940,,938.0,580.0
3362,Unowned,Unowned,Unowned,False,0,0,,0,LakeCahuilla,False,0,LakeCahuilla,4941,,998.0,630.0
3363,ENG,carib,animism,False,4,5,unknown,1,Antigua,True,0,Antigua,495,carribean_trade,1838.0,906.0
3364,FRA,carib,animism,False,4,5,unknown,1,Guadeloupe,True,0,Guadeloupe,496,carribean_trade,1846.0,918.0
3365,FRA,carib,animism,False,4,5,unknown,1,Dominica,True,0,Dominica,497,carribean_trade,1848.0,930.0
3366,CAS,carib,animism,False,4,5,unknown,1,Martinique,True,0,Martinique,498,carribean_trade,1853.0,943.0
3367,ENG,carib,animism,False,4,5,unknown,1,St,True,0,St,499,carribean_trade,1854.0,955.0
3368,SWE,swedish,catholic,False,1,1,iron,1,Karlstad,True,0,Varmland,5,baltic_sea,3011.0,318.0
3369,BRA,saxon,catholic,True,4,4,cloth,4,Berlin-Cölln,True,1,Berlin,50,,3021.0,473.0
3370,FRA,arawak,animism,False,4,5,unknown,1,St,True,0,St,500,carribean_trade,1847.0,975.0
3371,ENG,carib,animism,False,4,5,unknown,1,Barbados,True,0,Barbados,501,carribean_trade,1877.0,967.0
3372,CAS,carib,animism,False,4,5,unknown,1,Trinidad,True,0,Trinidad,502,amazonas_node,1852.0,1006.0
3373,KAT,saurashtri,hinduism,False,1,1,salt,1,Lakhiyarvira,True,0,Kutch,503,gujarat,3895.0,1012.0
3374,SND,sindhi,sunni,False,4,4,cloth,2,Thatta,True,0,Thatta,504,gujarat,3862.0,992.0
3375,SND,sindhi,sunni,False,2,2,,2,Sehwan,True,0,Sehwan,505,gujarat,3861.0,961.0
3376,MUL,panjabi,sunni,False,5,5,,2,Multan,True,1,Multan,506,lahore,3929.0,906.0
3377,SRH,panjabi,hinduism,False,10,10,silk,3,Lahore,True,2,Lahore,507,lahore,3973.0,879.0
3378,KSH,kashmiri,hinduism,False,3,3,paper,1,Srinagar,True,0,Kashmir,508,lahore,3977.0,830.0
3379,KGR,pahari,hinduism,False,2,2,cotton,1,Kangra,True,0,Kangra,509,doab,4006.0,863.0
3380,BRA,saxon,catholic,True,2,2,livestock,1,Neuruppin,True,0,Ruppin,51,,3006.0,468.0
3381,SRH,panjabi,hinduism,False,4,4,cotton,2,Sirhind,True,1,Sirhind,510,lahore,3997.0,893.0
3382,GHR,pahari,hinduism,False,1,1,cotton,1,Devalgarh,True,0,Garhwal,511,doab,4035.0,897.0
3383,JAN,rajput,hinduism,False,1,1,livestock,1,Pugal,True,0,Jangladesh,512,gujarat,3951.0,932.0
3384,JSL,rajput,hinduism,False,1,1,wool,1,Jaisalmer,True,0,Jaisalmer,513,gujarat,3915.0,951.0
3385,MAW,rajput,hinduism,False,2,2,cotton,2,Mandore,True,0,Marwar,514,gujarat,3942.0,961.0
3386,JGD,saurashtri,hinduism,False,3,3,iron,2,Girnar,True,0,Girnar,515,gujarat,3911.0,1048.0
3387,GUJ,gujarati,hinduism,False,4,4,dyes,1,Baroda,True,0,Baroda,516,gujarat,3956.0,1035.0
3388,GUJ,gujarati,hinduism,False,5,5,silk,1,Surat,True,2,Surat,517,gujarat,3949.0,1055.0
3389,MER,rajput,hinduism,False,2,2,grain,1,Chittor,True,1,Chittor,518,gujarat,3978.0,994.0
3390,DHU,rajput,hinduism,False,3,3,copper,2,Amber,True,1,Dhundar,519,doab,3997.0,954.0
3391,MAG,saxon,catholic,True,4,4,cloth,2,Magdeburg,True,2,Magdeburg,52,,2988.0,481.0
3392,MEW,rajput,hinduism,False,1,1,glass,2,Alwar,True,0,Mewat,520,doab,4003.0,939.0
3393,KAT,saurashtri,hinduism,False,2,2,dyes,1,Rajkot,True,0,Kathiawar,521,gujarat,3907.0,1038.0
3394,DLH,kanauji,hinduism,False,9,9,silk,4,Delhi,False,2,Delhi,522,doab,4016.0,932.0
3395,JNP,avadhi,hinduism,False,4,4,,2,Lucknow,True,0,Oudh,523,doab,4074.0,965.0
3396,DLH,kanauji,hinduism,False,10,10,silk,4,Mathura,True,2,CentralDoab,524,doab,4029.0,949.0
3397,GWA,vindhyan,hinduism,False,3,3,dyes,2,Gwalior,True,0,Gird,525,doab,4021.0,975.0
3398,MLW,malvi,hinduism,False,5,5,dyes,3,Mandu,True,0,Mandu,526,deccan,3991.0,1030.0
3399,KHD,marathi,hinduism,False,5,5,cloth,2,Burhanpur,True,2,Khandesh,527,deccan,3999.0,1045.0
3400,HAD,rajput,hinduism,False,2,2,cotton,1,Kota,True,0,Hadoti,528,doab,4000.0,997.0
3401,BAH,marathi,hinduism,False,4,4,cloth,1,Thana,True,1,NorthKonkan,529,gujarat,3949.0,1086.0
3402,LUN,lower_saxon,catholic,True,3,3,salt,2,Lüneburg,True,0,Luneburg,53,,2971.0,467.0
3403,BAH,marathi,hinduism,False,4,4,spices,2,Dabhol,True,0,SouthKonkan,530,gujarat,3953.0,1122.0
3404,VIJ,kannada,hinduism,False,3,3,spices,1,Bhatkal,True,1,NorthKanara,531,comorin_cape,3974.0,1181.0
3405,VIJ,kannada,hinduism,False,5,5,cloth,3,Raichur,True,0,RaichurDoab,532,deccan,4019.0,1139.0
3406,MYS,kannada,hinduism,False,3,3,iron,2,Ummatur,True,0,Mysore,533,comorin_cape,4004.0,1211.0
3407,MAB,malayalam,hinduism,False,3,3,spices,1,Calicut,True,2,Malabar,534,comorin_cape,3997.0,1224.0
3408,KOC,malayalam,hinduism,False,3,3,spices,2,Kochin,True,0,Kochin,535,comorin_cape,4000.0,1237.0
3409,MAD,tamil,hinduism,False,4,4,silk,3,Madurai,True,1,Madurai,536,comorin_cape,4029.0,1244.0
3410,VND,malayalam,hinduism,False,2,1,spices,2,Quilon,True,0,Venad,537,comorin_cape,4004.0,1251.0
3411,VIJ,tamil,hinduism,False,2,2,,2,Karur,True,0,Kongu,538,comorin_cape,4014.0,1224.0
3412,VIJ,tamil,hinduism,False,4,4,cloth,2,Pulicat,True,2,Tondainadu,539,comorin_cape,4053.0,1181.0
3413,VER,lower_saxon,catholic,True,2,2,fish,2,Stade,True,0,Stade,54,,2947.0,456.0
3414,VIJ,tamil,hinduism,False,4,4,cloth,3,Kuddaluru,True,2,Coromandel,540,comorin_cape,4049.0,1207.0
3415,VIJ,kannada,hinduism,False,6,6,grain,4,Vijayanagar,True,1,Vijayanagar,541,comorin_cape,4001.0,1160.0
3416,GOC,telegu,hinduism,False,5,5,,1,Golconda,True,1,Golconda,542,deccan,4032.0,1112.0
3417,YOR,telegu,hinduism,False,4,4,gems,3,Masulipatnam,True,1,Velanadu,543,comorin_cape,4070.0,1134.0
3418,BAH,marathi,hinduism,False,4,4,cotton,1,Ahmednagar,True,0,Ahmadnagar,544,deccan,3990.0,1096.0
3419,BAH,marathi,hinduism,False,4,3,paper,1,Daulatabad,True,2,Marathwada,545,deccan,3983.0,1075.0
3420,BAH,gondi,hinduism,False,3,3,cotton,3,Wairagarh,True,0,EastBerar,546,deccan,4046.0,1056.0
3421,BST,gondi,hinduism,False,1,1,tropical_wood,2,Jagdalpur,True,0,Bastar,547,ganges_delta,4076.0,1098.0
3422,BAH,marathi,hinduism,False,2,2,copper,1,Illichpur,True,0,WestBerar,548,deccan,4010.0,1055.0
3423,ORI,telegu,hinduism,False,3,3,cotton,2,Vizianagaram,True,1,Kalingandhra,549,comorin_cape,4093.0,1112.0
3424,OLD,hannoverian,catholic,True,3,2,salt,2,Oldenburg,True,0,Oldenburg,55,,2932.0,462.0
3425,GDW,gondi,hinduism,False,3,3,grain,3,Garha,True,0,Mahakoshal,550,deccan,4050.0,1013.0
3426,GDW,gondi,hinduism,False,3,2,tropical_wood,3,Mandla,True,0,Mandla,551,deccan,4073.0,1028.0
3427,ORI,oriya,hinduism,False,6,6,cloth,2,Cuttack,True,1,Cuttack,552,ganges_delta,4150.0,1070.0
3428,PTT,garjati,hinduism,False,2,3,cloth,3,Sambalpur,True,1,Sambalpur,553,ganges_delta,4116.0,1042.0
3429,JML,nepali,hinduism,False,2,2,wool,1,Jumbla,True,0,BaisiRajya,554,doab,4089.0,924.0
3430,JNP,avadhi,hinduism,False,6,6,,2,Jaunpur,True,0,Jaunpur,555,doab,4092.0,978.0
3431,JNP,avadhi,hinduism,False,6,6,cloth,2,Allahabad,True,2,LowerDoab,556,doab,4079.0,986.0
3432,KTU,nepali,hinduism,False,3,3,incense,2,Kathmandu,True,1,Katmandu,557,lhasa,4141.0,940.0
3433,JNP,bihari,hinduism,False,5,5,,2,Patna,True,2,Patna,558,ganges_delta,4131.0,991.0
3434,KLP,vindhyan,hinduism,False,3,3,iron,2,Jhansi,True,0,Bundelkhand,559,doab,4035.0,986.0
3435,MUN,hannoverian,catholic,True,3,4,salt,2,Osnabrück,True,0,Osnabruck,56,,2927.0,481.0
