,owner,culture,religion,hre,base_tax,base_production,trade_goods,base_manpower,capital,is_city,center_of_trade,name,id,trade_node
3162,LBV,bavarian,catholic,yes,3,3,wine,2,Innbaiern,yes,0,Innbaiern,4760,
3163,HAB,austrian,catholic,yes,2,4,iron,2,Steyr,yes,0,Traungau,4761,
3164,HAB,austrian,catholic,yes,3,3,wine,3,Wienerwald,yes,0,Wienerwald,4762,
3165,BUR,burgundian,catholic,yes,2,3,salt,2,Salins,yes,0,Salins,4764,champagne
3166,MLH,swabian,catholic,yes,3,3,cloth,2,Mülhausen,yes,0,Mulhouse,4765,
3167,BAR,burgundian,catholic,yes,3,3,grain,3,Verdun,yes,0,Verdun,4766,champagne
3168,PAL,hessian,catholic,yes,3,3,cloth,2,Zweibrücken,yes,0,Zweibrucken,4767,
3169,BRG,hessian,catholic,yes,3,3,grain,2,Jülich,yes,0,Julich,4768,
3170,FLA,wallonian,catholic,no,4,5,cloth,2,Lille,yes,0,Lille,4769,english_channel
3171,SHY,khazak,sunni,no,2,2,wool,2,Nadym,yes,0,Nadym,477,samarkand
3172,BRB,dutch,catholic,yes,4,4,paper,2,'s-Hertogenbosch,yes,0,s,4770,english_channel
3173,VER,lower_saxon,catholic,yes,2,2,livestock,3,Verden,yes,0,Verden,4771,
3174,LUN,lower_saxon,catholic,yes,2,2,livestock,2,Celle,yes,0,Celle,4772,
3175,BRU,lower_saxon,catholic,yes,2,2,cloth,2,Göttingen,yes,0,Goettingen,4773,
3176,WBG,hessian,catholic,yes,2,2,grain,1,Fulda,yes,0,Fulda,4774,
3177,BRG,hannoverian,catholic,yes,2,2,,1,Bielefeld,yes,0,Bielefeld,4775,
3178,FRA,cosmopolitan_french,catholic,no,4,4,wine,3,Blois,yes,0,Blois,4776,champagne
3179,FRA,occitain,catholic,no,3,2,livestock,2,Montbrison,yes,0,Forez,4777,bordeaux
3180,BOH,sorbian,catholic,yes,2,2,livestock,1,Zhorelec,yes,0,Gorlitz,4778,
3181,TUR,greek,orthodox,no,2,1,livestock,3,Gallipoli,yes,0,Gallipoli,4779,constantinople
3182,SHY,khazak,sunni,no,2,2,wool,2,Argyn,yes,0,Argyn,478,samarkand
3183,TUR,bulgarian,orthodox,no,2,2,wool,2,Ohrid,yes,0,Ohrid,4780,ragusa
3184,Unowned,nguni,Unowned,no,2,2,unknown,1,Pretoria,no,0,Transvaal,4781,cape_of_good_hope
3185,Unowned,khoisan,Unowned,no,1,1,unknown,1,Vryburg,no,0,Tswana,4782,cape_of_good_hope
3186,Unowned,nguni,Unowned,no,1,1,unknown,1,Mbabane,no,0,Swazi,4783,cape_of_good_hope
3187,Unowned,nguni,Unowned,no,1,1,unknown,1,Polokwane,no,0,UpperLimpopo,4784,cape_of_good_hope
3188,ENG,english,catholic,no,2,2,iron,1,Sheffield,yes,0,Sheffield,4785,english_channel
3189,BRA,saxon,catholic,yes,2,2,livestock,1,Pankow,yes,0,Priegnitz,4786,
3190,POR,portugese,catholic,no,4,3,grain,3,Santarém,yes,0,Ribatejo,4787,sevilla
3191,SPA,leonese,catholic,no,2,2,livestock,1,Plasencia,yes,0,Plasencia,4788,sevilla
3192,SPA,castillian,catholic,no,3,3,wool,2,Segovia,yes,0,Segovia,4789,sevilla
3193,SHY,khazak,sunni,no,2,2,copper,2,Kerey,yes,0,Kerey,479,siberia
3194,SUN,sundanese,hinduism,no,3,3,grain,2,Pangguyanan,yes,0,Pangguyanan,4790,the_moluccas
3195,SUN,sundanese,hinduism,no,4,4,spices,3,Cirebon,yes,0,Cirebon,4791,the_moluccas
3196,MAJ,javanese,hinduism,no,2,2,naval_supplies,2,Kendal,yes,0,Kendal,4792,the_moluccas
3197,MAJ,javanese,hinduism,no,2,2,grain,2,Pajang,yes,0,SouthDemak,4793,the_moluccas
3198,MAJ,javanese,hinduism,no,2,2,fish,2,Malang,yes,0,EastKediri,4794,the_moluccas
3199,BNE,sulawesi,animism,no,3,4,spices,2,Bone,yes,0,Bone,4795,the_moluccas
3200,NED,sulawesi,animism,no,4,4,unknown,3,Kendari,yes,0,Kendari,4796,the_moluccas
3201,MKS,sulawesi,animism,no,3,3,spices,2,Soppeng,yes,0,Soppeng,4797,the_moluccas
3202,BNE,sulawesi,animism,no,3,3,spices,2,Wajo,yes,0,Wajo,4798,the_moluccas
3203,KUT,bornean,hinduism,no,3,3,spices,2,Sangkulirang,yes,0,Sangkulirang,4799,malacca
3204,WOL,pommeranian,catholic,yes,2,2,fish,2,Kolberg,yes,0,Kolberg,48,
3205,OIR,kirgiz,tengri_pagan_reformed,no,1,1,unknown,1,Kulunda,yes,0,Kulunda,480,siberia
3206,BNJ,bornean,hinduism,no,3,3,unknown,2,Paser,yes,0,Paser,4800,malacca
3207,BNJ,bornean,hinduism,no,2,3,unknown,1,Batulican,yes,0,Batulican,4801,malacca
3208,SMB,bornean,hinduism,no,5,5,gold,3,Pontiniak,yes,0,SouthPontiniak,4802,malacca
3209,SMB,bornean,hinduism,no,3,3,unknown,3,Meliau,yes,0,NorthKatapang,4803,malacca
3210,BEI,bornean,sunni,no,3,3,fish,2,Kuching,yes,0,Kuching,4804,malacca
3211,BEI,bornean,sunni,no,3,3,fish,2,Bintulu,yes,0,EastSibu,4805,malacca
3212,BEI,bornean,sunni,no,1,1,tropical_wood,1,Kapit,yes,0,InlandSarawak,4806,malacca
3213,Unowned,Unowned,Unowned,no,0,0,,0,NorthBorneo,no,0,NorthBorneo,4807,
3214,Unowned,Unowned,Unowned,no,0,0,,0,Sumatra,no,0,Sumatra,4808,
3215,PSA,acehnese,sunni,no,4,4,spices,3,Langkat,yes,0,SouthPeureulak,4809,malacca
3216,ENG,english,protestant,no,1,1,unknown,1,Bermuda,no,0,Bermuda,481,carribean_trade
3217,DLI,sumatran,sunni,no,4,4,spices,3,Deli,yes,0,SouthDeli,4810,malacca
3218,BRS,sumatran,hinduism,no,4,4,spices,3,Barus,yes,0,Barus,4811,malacca
3219,PAT,malayan,sunni,no,2,2,tropical_wood,1,Gerik,yes,0,Gerik,4812,malacca
3220,KED,malayan,sunni,no,2,2,tropical_wood,1,Pengang,yes,0,Penang,4813,malacca
3221,PAH,malayan,mahayana,no,2,2,tropical_wood,1,Semantan,yes,0,Semantan,4814,malacca
3222,MLC,malayan,sunni,no,2,2,fish,1,Singapura,yes,0,Singapura,4815,malacca
3223,SAK,sumatran,sunni,no,2,2,fish,3,Rengat,yes,0,Rengat,4816,malacca
3224,PGR,sumatran,hinduism,no,2,2,grain,2,Padang,yes,0,Padang,4817,malacca
3225,IND,sumatran,hinduism,no,2,2,grain,2,Indrapura,yes,0,Indrapura,4818,malacca
3226,DAI,vietnamese,mahayana,no,4,3,grain,3,SonNam,yes,0,SonNam,4819,canton
3227,CAS,arawak,animism,no,2,2,unknown,1,Bahamas,yes,0,Bahamas,482,carribean_trade
3228,DAI,vietnamese,mahayana,no,4,3,grain,2,MinhQuang,yes,0,MinhQuang,4820,canton
3229,DAI,vietnamese,mahayana,no,4,3,grain,3,NgheAn,yes,0,NgheAn,4821,canton
3230,CHA,cham,hinduism,no,4,3,incense,2,Amaravati,yes,0,Amaravati,4822,gulf_of_siam
3231,JAR,cham,animism,no,2,2,tea,2,Jarai,yes,0,Jarai,4823,gulf_of_siam
3232,RHA,cham,animism,no,2,2,copper,2,Rhade,yes,0,Rhade,4824,gulf_of_siam
3233,KHM,khmer,buddhism,no,3,3,grain,2,Pursat,yes,0,Pursat,4825,gulf_of_siam
3234,KHM,khmer,buddhism,no,4,4,grain,2,Kampot,yes,0,Kampot,4826,gulf_of_siam
3235,KHM,khmer,hinduism,no,2,2,grain,2,KampomPousThom,yes,0,KampomPousThom,4827,gulf_of_siam
3236,KHM,khmer,hinduism,no,2,2,grain,2,PreahVihear,yes,0,PreahVihear,4828,gulf_of_siam
3237,KHM,khmer,hinduism,no,2,2,grain,2,RaungDapey,yes,0,RaungDapey,4829,gulf_of_siam
3238,CAS,carib,animism,no,3,3,unknown,1,TurksIslands,no,0,TurksIslands,483,carribean_trade
3239,AYU,central_thai,buddhism,no,3,3,grain,3,Rayong,yes,0,Rayong,4830,gulf_of_siam
3240,AYU,central_thai,buddhism,no,3,3,grain,3,Bangkok,yes,0,Bangkok,4831,gulf_of_siam
3241,AYU,central_thai,buddhism,no,3,3,grain,3,Lopburi,yes,0,Lopburi,4832,gulf_of_siam
3242,AYU,central_thai,buddhism,no,3,3,grain,3,Phetchaburi,yes,0,Phetchabun,4833,gulf_of_siam
3243,AYU,central_thai,buddhism,no,3,3,grain,3,Suphanburi,yes,0,Suphanburi,4834,gulf_of_siam
3244,AYU,central_thai,buddhism,no,2,2,ivory,2,Kanchanaburi,yes,0,Kanchanaburi,4835,gulf_of_siam
3245,AYU,khmer,buddhism,no,3,3,grain,3,SiThep,yes,0,SiThep,4836,gulf_of_siam
3246,LXA,lao,animism,no,2,2,ivory,1,MuangNgoi,yes,0,MuangNgoi,4837,gulf_of_siam
3247,LXA,lao,buddhism,no,2,2,ivory,1,SipEt,yes,0,SipEt,4838,gulf_of_siam
3248,LXA,lao,animism,no,4,3,tea,3,Champasak,yes,0,Champasak,4839,gulf_of_siam
3249,CAS,arawak,animism,no,5,5,unknown,1,Havana,yes,1,Havana,484,carribean_trade
3250,LXA,lao,animism,no,2,2,ivory,1,Xekong,yes,0,Xekong,4840,gulf_of_siam
3251,LNA,northern_thai,buddhism,no,4,3,grain,3,Lamphun,yes,0,Lamphun,4841,gulf_of_siam
3252,LNA,northern_thai,buddhism,no,3,3,grain,2,Lakhon,yes,0,Lakhon,4842,gulf_of_siam
3253,Unowned,Unowned,Unowned,no,0,0,,0,AnnamiteMountains,no,0,AnnamiteMountains,4843,
3254,Unowned,Unowned,Unowned,no,0,0,,0,DawnaHills,no,0,DawnaHills,4844,
3255,TER,sulawesi,animism,no,4,4,unknown,2,Mamuju,yes,0,Mamuju,4845,the_moluccas
3256,LAR,gunwinyguan,dreamtime,no,2,2,,1,Woolna,yes,1,Woolna,4846,australia
3257,YNU,paman,dreamtime,no,1,1,fish,1,Yunawa,yes,0,Yunawa,4847,australia
3258,Unowned,paman,dreamtime,no,1,2,unknown,1,Mingin,no,0,Mingin,4848,australia
3259,Unowned,paman,dreamtime,no,1,1,unknown,1,Kurtjar,no,0,Kurtjar,4849,australia
3260,CAS,arawak,animism,no,2,3,unknown,1,Moron,yes,0,Moron,485,carribean_trade
3261,Unowned,paman,dreamtime,no,3,2,unknown,1,Biri,no,0,Biri,4850,australia
3262,Unowned,aboriginal,dreamtime,no,2,2,unknown,1,Gureng,no,0,Gureng,4851,australia
3263,Unowned,gamilaraay,dreamtime,no,2,2,unknown,1,Wuli,no,0,WuliWuli,4852,australia
3264,Unowned,gamilaraay,dreamtime,no,1,1,unknown,1,Bidjara,no,0,Bidjara,4853,australia
3265,Unowned,aboriginal,dreamtime,no,4,3,unknown,2,Badtajala,no,1,Badtjala,4854,australia
3266,Unowned,gamilaraay,dreamtime,no,1,1,unknown,1,Yiman,no,0,Yiman,4855,australia
3267,GMI,gamilaraay,dreamtime,no,4,3,unknown,3,Barunggam,no,0,Barunggam,4856,australia
3268,Unowned,aboriginal,dreamtime,no,2,2,unknown,1,Bundjalung,no,0,Bundjalung,4857,australia
3269,Unowned,aboriginal,dreamtime,no,2,2,unknown,1,Tharawal,no,1,Tharawal,4858,australia
3270,Unowned,aboriginal,dreamtime,no,4,3,unknown,2,Gundungurra,no,0,Gundungurra,4859,australia
3271,CAS,arawak,animism,no,2,3,unknown,1,Guantanamo,yes,0,Guantanamo,486,carribean_trade
3272,Unowned,aboriginal,dreamtime,no,2,1,unknown,1,Dharug,no,0,Dharug,4860,australia
3273,Unowned,kulin,dreamtime,no,1,2,unknown,2,Waveroo,no,0,Waveroo,4861,australia
3274,Unowned,yura,dreamtime,no,1,2,unknown,2,Ngadjuri,no,0,Ngadjuri,4862,australia
3275,Unowned,nyoongah,dreamtime,no,2,1,unknown,1,Nyaki,no,0,Nyaki,4863,australia
3276,Unowned,nyoongah,dreamtime,no,1,1,unknown,1,Yuat,no,0,Yuat,4864,australia
3277,Unowned,nyoongah,dreamtime,no,1,1,unknown,1,Kurrama,no,0,Kurrama,4865,australia
3278,Unowned,nyoongah,dreamtime,no,1,1,unknown,1,Mangala,no,0,Mangala,4866,australia
3279,Unowned,gunwinyguan,dreamtime,no,1,1,unknown,1,Wunambul,no,0,Wunambul,4867,australia
3280,GBR,palawa,dreamtime,no,1,2,fur,3,Pyemmairrener,yes,0,Pyemmairrener,4868,australia
3281,PLW,palawa,dreamtime,no,1,2,gems,3,Peerapper,yes,0,Peerapper,4869,australia
3282,CAS,arawak,animism,no,4,5,unknown,1,Jamaica,yes,1,Jamaica,487,carribean_trade
3283,Unowned,Unowned,Unowned,no,0,0,,0,AustralianLakes,no,0,AustralianLakes,4870,
3284,GBR,abenaki,totemism,no,2,2,unknown,1,Cowasuk,yes,0,Cowasuk,4871,st_lawrence
3285,WEN,tionontate,totemism,no,1,2,fur,2,Wenrohonon,yes,0,Wenrohonon,4872,ohio
3286,GBR,abenaki,totemism,no,2,2,unknown,1,Pegwaki,yes,0,Pegwaki,4873,st_lawrence
3287,ENG,mahican,totemism,no,2,2,unknown,1,Westenhuck,yes,0,Westenhuck,4874,chesapeake_bay
3288,USA,iroquois,totemism,no,3,2,unknown,1,Welhikane,no,0,Welhikhane,4875,ohio
3289,LEN,susquehannock,totemism,no,2,2,unknown,1,Scahentowanen,yes,0,Scahentowanen,4876,ohio
3290,ENG,iroquois,totemism,no,3,2,unknown,1,Nottoway,yes,0,Nottoway,4877,chesapeake_bay
3291,GBR,catawba,totemism,no,3,2,unknown,1,Eno,no,0,Eno,4878,chesapeake_bay
3292,CHE,cherokee,totemism,no,2,2,tobacco,1,Kituwah,yes,0,Kituwah,4879,chesapeake_bay
3293,CAS,arawak,animism,no,2,3,unknown,1,LesCayes,yes,1,LesCayes,488,carribean_trade
3294,GBR,yamasee,totemism,no,3,2,unknown,1,Combahee,no,0,Combahee,4880,chesapeake_bay
3295,USA,creek,totemism,no,3,2,unknown,1,Sawokli,no,0,Sawokli,4881,chesapeake_bay
3296,CHE,cherokee,totemism,no,3,2,unknown,1,Eta,yes,0,Etali,4882,chesapeake_bay
3297,CHI,chickasaw,totemism,no,3,2,unknown,1,Napochi,yes,0,Napochi,4883,mississippi_river
3298,FRA,natchez,totemism,no,3,2,unknown,1,Houma,yes,0,Houma,4884,mississippi_river
3299,FRA,natchez,totemism,no,3,2,unknown,1,Avoyel,yes,0,Avoyel,4885,mississippi_river
3300,Unowned,caddo,totemism,no,3,2,unknown,1,Nasoni,no,0,Nasoni,4886,mississippi_river
3301,USA,chickasaw,totemism,no,3,2,unknown,1,Cochati,no,0,Cochati,4887,ohio
3302,HWK,shawnee,totemism,no,1,2,fur,2,Tatteroa,yes,0,Tatteroa,4888,ohio
3303,GBR,shawnee,totemism,no,3,2,unknown,1,Mohetan,no,0,Mohetan,4889,ohio
3304,CAS,arawak,animism,no,2,2,unknown,1,Tortuga,no,0,Tortuga,489,carribean_trade
3305,FRA,algonquin,totemism,no,3,2,unknown,1,Kichessipirini,yes,0,Kichessipirini,4890,st_lawrence
3306,MIK,mikmaq,totemism,no,2,2,fish,1,Piktuk,yes,0,Piktuk,4891,st_lawrence
3307,FRA,laurentian,totemism,no,3,2,unknown,1,Iroquet,yes,0,Iroquet,4892,st_lawrence
3308,FRA,laurentian,totemism,no,2,2,unknown,1,Nebesek,yes,0,Nebesek,4893,st_lawrence
3309,Unowned,algonquin,totemism,no,2,2,unknown,1,Ottagotouemin,no,0,Ottagotouemin,4894,st_lawrence
3310,Unowned,algonquin,totemism,no,2,2,unknown,1,Batiscan,no,0,Batiscan,4895,st_lawrence
3311,Unowned,maliseet,totemism,no,2,2,unknown,1,Meductic,no,0,Meductic,4896,st_lawrence
3312,FRA,algonquin,totemism,no,3,2,unknown,1,Keinouche,yes,0,Keinouche,4897,st_lawrence
3313,OJI,anishinabe,totemism,no,3,2,fur,1,Noquet,yes,0,Noquet,4898,ohio
3314,FRA,anishinabe,totemism,no,3,2,unknown,1,Mamaceqtaw,yes,0,Mamaceqtaw,4899,ohio
3315,BRA,saxon,catholic,yes,2,2,livestock,2,Landsberg,yes,0,Neumark,49,
3316,CAS,arawak,animism,no,2,3,unknown,1,Barahona,yes,1,Barahonas,490,carribean_trade
3317,Unowned,pawnee,totemism,no,3,2,unknown,1,Otoe,no,0,Otoe,4900,mississippi_river
3318,WCY,dakota,totemism,no,3,2,unknown,1,Saone,yes,0,Saone,4901,mississippi_river
3319,CHY,cheyenne,totemism,no,3,2,unknown,1,Makandwewinni,yes,0,Makandwewin,4902,james_bay
3320,FRA,illini,totemism,no,3,2,unknown,1,Chinko,no,0,Chinko,4903,ohio
3321,FRA,illini,totemism,no,3,2,unknown,1,Espeminkia,yes,0,Espeminkia,4904,ohio
3322,PEO,illini,totemism,no,3,2,unknown,1,Tapouaro,yes,0,Tapouaro,4905,mississippi_river
3323,FRA,illini,totemism,no,3,2,unknown,1,Coiracoentanon,yes,0,Coiracoentanon,4906,mississippi_river
3324,USA,osage,totemism,no,3,2,unknown,1,Mosopelea,yes,0,Mosopelea,4907,ohio
3325,Unowned,wichita,totemism,no,3,2,unknown,1,Tawehash,no,0,Tawehash,4908,mississippi_river
3326,Unowned,wichita,totemism,no,3,2,unknown,1,Kitsash,no,0,Kitsash,4909,rio_grande
3327,CAS,arawak,animism,no,3,3,unknown,1,Curacao,yes,1,Curacao,491,carribean_trade
3328,Unowned,wichita,totemism,no,3,2,unknown,1,Tawakoni,no,0,Tawakoni,4910,rio_grande
3329,Unowned,caddo,totemism,no,3,2,unknown,1,Nabaydacu,no,0,Nabaydacu,4911,rio_grande
3330,MOH,laurentian,totemism,no,2,2,unknown,1,Kaniatarowanen,yes,0,Ahkwesahsne,4912,ohio
3331,USA,yuchi,totemism,no,3,2,unknown,1,Aniyutsi,no,0,Aniyutsi,4913,mississippi_river
3332,Unowned,wichita,totemism,no,3,2,unknown,1,Neozho,no,0,Neozho,4914,mississippi_river
3333,Unowned,pawnee,totemism,no,3,2,unknown,1,Pitahawirata,no,0,Pitahawirata,4915,mississippi_river
3334,Unowned,pawnee,totemism,no,3,2,unknown,1,Panka,no,0,Panka,4916,mississippi_river
3335,Unowned,salish,totemism,no,3,2,unknown,1,Selis,no,0,Selis,4917,james_bay
3336,Unowned,kiowa,totemism,no,3,2,unknown,1,Hunkpapha,no,0,Hunkpapha,4918,james_bay
3337,NAK,nakota,totemism,no,3,2,unknown,1,Sihabi,yes,0,Sihabi,4919,james_bay
3338,CAS,arawak,animism,no,4,5,unknown,1,PuertoRico,yes,1,PuertoRico,492,carribean_trade
3339,Unowned,nakota,totemism,no,3,2,unknown,1,Wadopabina,no,0,Wadopabina,4920,james_bay
3340,GBR,shawnee,totemism,no,3,2,unknown,1,Kuttawa,no,0,Kuttawa,4921,ohio
3341,USA,miami,totemism,no,3,2,unknown,1,Pepikokia,yes,0,Pepikokia,4922,ohio
3342,PCH,yoron,totemism,no,1,1,unknown,1,Satsukhdin,yes,0,Pacaha,4923,mississippi_river
3343,Unowned,Unowned,Unowned,no,0,0,,0,LaurentianMassif,no,0,LaurentianMassif,4924,
3344,Unowned,Unowned,Unowned,no,0,0,,0,WhiteMountains,no,0,WhiteMountains,4925,
3345,Unowned,Unowned,Unowned,no,0,0,,0,Adirondacks,no,0,Adirondacks,4926,
3346,Unowned,Unowned,Unowned,no,0,0,,0,BlueMountains,no,0,BlueMountains,4927,
3347,Unowned,Unowned,Unowned,no,0,0,,0,AlleghenyFront,no,0,AlleghenyFront,4928,
3348,Unowned,Unowned,Unowned,no,0,0,,0,Appalachians,no,0,Appalachians,4929,
3349,CAS,arawak,animism,no,4,4,unknown,1,St,yes,0,St,493,carribean_trade
3350,Unowned,Unowned,Unowned,no,0,0,,0,Alleghenies,no,0,Alleghenies,4930,
3351,Unowned,Unowned,Unowned,no,0,0,,0,CumberlandMountains,no,0,CumberlandMountains,4931,
3352,Unowned,Unowned,Unowned,no,0,0,,0,GreatSmokyMountains,no,0,GreatSmokyMountains,4932,
3353,Unowned,Unowned,Unowned,no,0,0,,0,BlueRidge,no,0,BlueRidge,4933,
3354,MAU,polynesian,animism,no,2,2,naval_supplies,1,Lahaina,yes,0,Maui,4934,polynesia_node
3355,OAH,polynesian,animism,no,2,2,cloth,1,Honolulu,yes,1,Oahu,4935,polynesia_node
3356,KAA,polynesian,animism,no,2,2,fish,1,Tapaa,yes,0,Kauai,4936,polynesia_node
3357,LAI,melanesian,animism,no,1,1,livestock,1,Bau,yes,0,Lau,4937,polynesia_node
3358,VNL,melanesian,animism,no,2,2,fish,1,Labasa,yes,0,VanuaLevu,4938,polynesia_node
3359,MAA,maori,animism,no,3,4,naval_supplies,1,Tauwhare,yes,0,TeUrewera,4939,polynesia_node
3360,FRA,arawak,animism,no,4,4,unknown,1,St,yes,0,St,494,carribean_trade
3361,Unowned,Unowned,Unowned,no,0,0,,0,LakeTulare,no,0,LakeTulare,4940,
3362,Unowned,Unowned,Unowned,no,0,0,,0,LakeCahuilla,no,0,LakeCahuilla,4941,
3363,ENG,carib,animism,no,4,5,unknown,1,Antigua,yes,0,Antigua,495,carribean_trade
3364,FRA,carib,animism,no,4,5,unknown,1,Guadeloupe,yes,0,Guadeloupe,496,carribean_trade
3365,FRA,carib,animism,no,4,5,unknown,1,Dominica,yes,0,Dominica,497,carribean_trade
3366,CAS,carib,animism,no,4,5,unknown,1,Martinique,yes,0,Martinique,498,carribean_trade
3367,ENG,carib,animism,no,4,5,unknown,1,St,yes,0,St,499,carribean_trade
3368,SWE,swedish,catholic,no,1,1,iron,1,Karlstad,yes,0,Varmland,5,baltic_sea
3369,BRA,saxon,catholic,yes,4,4,cloth,4,Berlin-Cölln,yes,1,Berlin,50,
3370,FRA,arawak,animism,no,4,5,unknown,1,St,yes,0,St,500,carribean_trade
3371,ENG,carib,animism,no,4,5,unknown,1,Barbados,yes,0,Barbados,501,carribean_trade
3372,CAS,carib,animism,no,4,5,unknown,1,Trinidad,yes,0,Trinidad,502,amazonas_node
3373,KAT,saurashtri,hinduism,no,1,1,salt,1,Lakhiyarvira,yes,0,Kutch,503,gujarat
3374,SND,sindhi,sunni,no,4,4,cloth,2,Thatta,yes,0,Thatta,504,gujarat
3375,SND,sindhi,sunni,no,2,2,,2,Sehwan,yes,0,Sehwan,505,gujarat
3376,MUL,panjabi,sunni,no,5,5,,2,Multan,yes,1,Multan,506,lahore
3377,SRH,panjabi,hinduism,no,10,10,silk,3,Lahore,yes,2,Lahore,507,lahore
3378,KSH,kashmiri,hinduism,no,3,3,paper,1,Srinagar,yes,0,Kashmir,508,lahore
3379,KGR,pahari,hinduism,no,2,2,cotton,1,Kangra,yes,0,Kangra,509,doab
3380,BRA,saxon,catholic,yes,2,2,livestock,1,Neuruppin,yes,0,Ruppin,51,
3381,SRH,panjabi,hinduism,no,4,4,cotton,2,Sirhind,yes,1,Sirhind,510,lahore
3382,GHR,pahari,hinduism,no,1,1,cotton,1,Devalgarh,yes,0,Garhwal,511,doab
3383,JAN,rajput,hinduism,no,1,1,livestock,1,Pugal,yes,0,Jangladesh,512,gujarat
3384,JSL,rajput,hinduism,no,1,1,wool,1,Jaisalmer,yes,0,Jaisalmer,513,gujarat
3385,MAW,rajput,hinduism,no,2,2,cotton,2,Mandore,yes,0,Marwar,514,gujarat
3386,JGD,saurashtri,hinduism,no,3,3,iron,2,Girnar,yes,0,Girnar,515,gujarat
3387,GUJ,gujarati,hinduism,no,4,4,dyes,1,Baroda,yes,0,Baroda,516,gujarat
3388,GUJ,gujarati,hinduism,no,5,5,silk,1,Surat,yes,2,Surat,517,gujarat
3389,MER,rajput,hinduism,no,2,2,grain,1,Chittor,yes,1,Chittor,518,gujarat
3390,DHU,rajput,hinduism,no,3,3,copper,2,Amber,yes,1,Dhundar,519,doab
3391,MAG,saxon,catholic,yes,4,4,cloth,2,Magdeburg,yes,2,Magdeburg,52,
3392,MEW,rajput,hinduism,no,1,1,glass,2,Alwar,yes,0,Mewat,520,doab
3393,KAT,saurashtri,hinduism,no,2,2,dyes,1,Rajkot,yes,0,Kathiawar,521,gujarat
3394,DLH,kanauji,hinduism,no,9,9,silk,4,Delhi,no,2,Delhi,522,doab
3395,JNP,avadhi,hinduism,no,4,4,,2,Lucknow,yes,0,Oudh,523,doab
3396,DLH,kanauji,hinduism,no,10,10,silk,4,Mathura,yes,2,CentralDoab,524,doab
3397,GWA,vindhyan,hinduism,no,3,3,dyes,2,Gwalior,yes,0,Gird,525,doab
3398,MLW,malvi,hinduism,no,5,5,dyes,3,Mandu,yes,0,Mandu,526,deccan
3399,KHD,marathi,hinduism,no,5,5,cloth,2,Burhanpur,yes,2,Khandesh,527,deccan
3400,HAD,rajput,hinduism,no,2,2,cotton,1,Kota,yes,0,Hadoti,528,doab
3401,BAH,marathi,hinduism,no,4,4,cloth,1,Thana,yes,1,NorthKonkan,529,gujarat
3402,LUN,lower_saxon,catholic,yes,3,3,salt,2,Lüneburg,yes,0,Luneburg,53,
3403,BAH,marathi,hinduism,no,4,4,spices,2,Dabhol,yes,0,SouthKonkan,530,gujarat
3404,VIJ,kannada,hinduism,no,3,3,spices,1,Bhatkal,yes,1,NorthKanara,531,comorin_cape
3405,VIJ,kannada,hinduism,no,5,5,cloth,3,Raichur,yes,0,RaichurDoab,532,deccan
3406,MYS,kannada,hinduism,no,3,3,iron,2,Ummatur,yes,0,Mysore,533,comorin_cape
3407,MAB,malayalam,hinduism,no,3,3,spices,1,Calicut,yes,2,Malabar,534,comorin_cape
3408,KOC,malayalam,hinduism,no,3,3,spices,2,Kochin,yes,0,Kochin,535,comorin_cape
3409,MAD,tamil,hinduism,no,4,4,silk,3,Madurai,yes,1,Madurai,536,comorin_cape
3410,VND,malayalam,hinduism,no,2,1,spices,2,Quilon,yes,0,Venad,537,comorin_cape
3411,VIJ,tamil,hinduism,no,2,2,,2,Karur,yes,0,Kongu,538,comorin_cape
3412,VIJ,tamil,hinduism,no,4,4,cloth,2,Pulicat,yes,2,Tondainadu,539,comorin_cape
3413,VER,lower_saxon,catholic,yes,2,2,fish,2,Stade,yes,0,Stade,54,
3414,VIJ,tamil,hinduism,no,4,4,cloth,3,Kuddaluru,yes,2,Coromandel,540,comorin_cape
3415,VIJ,kannada,hinduism,no,6,6,grain,4,Vijayanagar,yes,1,Vijayanagar,541,comorin_cape
3416,GOC,telegu,hinduism,no,5,5,,1,Golconda,yes,1,Golconda,542,deccan
3417,YOR,telegu,hinduism,no,4,4,gems,3,Masulipatnam,yes,1,Velanadu,543,comorin_cape
3418,BAH,marathi,hinduism,no,4,4,cotton,1,Ahmednagar,yes,0,Ahmadnagar,544,deccan
3419,BAH,marathi,hinduism,no,4,3,paper,1,Daulatabad,yes,2,Marathwada,545,deccan
3420,BAH,gondi,hinduism,no,3,3,cotton,3,Wairagarh,yes,0,EastBerar,546,deccan
3421,BST,gondi,hinduism,no,1,1,tropical_wood,2,Jagdalpur,yes,0,Bastar,547,ganges_delta
3422,BAH,marathi,hinduism,no,2,2,copper,1,Illichpur,yes,0,WestBerar,548,deccan
3423,ORI,telegu,hinduism,no,3,3,cotton,2,Vizianagaram,yes,1,Kalingandhra,549,comorin_cape
3424,OLD,hannoverian,catholic,yes,3,2,salt,2,Oldenburg,yes,0,Oldenburg,55,
3425,GDW,gondi,hinduism,no,3,3,grain,3,Garha,yes,0,Mahakoshal,550,deccan
3426,GDW,gondi,hinduism,no,3,2,tropical_wood,3,Mandla,yes,0,Mandla,551,deccan
3427,ORI,oriya,hinduism,no,6,6,cloth,2,Cuttack,yes,1,Cuttack,552,ganges_delta
